run,models,rules,train_0,train_1,test_0,test_1,lm_accuracy,lm_precision,lm_recall,lm_ROCAUC,lm_f1,lm_CM_TN,lm_CM_FP,lm_CM_FN,lm_CM_TP,mlv_accuracy,mlv_precision,mlv_recall,mlv_ROCAUC,mlv_f1,mlv_CM_TN,mlv_CM_FP,mlv_CM_FN,mlv_CM_TP
5.0,10,0,88.0,312.0,25.0,80.0,0.10476190476190476,0.0,0.0,0.22,0.0,11.0,14.0,80.0,0.0,0.10476190476190476,0.0,0.0,0.22,0.0,11.0,14.0,80.0,0.0
1.0,10,"3,8,12",91.0,314.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.69,0.7764705882352941,0.8461538461538461,0.4912587412587413,0.8098159509202454,3.0,19.0,12.0,66.0
2.0,10,"3,8,12",88.0,312.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.62,0.7631578947368421,0.7435897435897436,0.4627039627039627,0.7532467532467534,4.0,18.0,20.0,58.0
3.0,10,"3,8,12",91.0,314.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.58,0.7432432432432432,0.7051282051282052,0.4207459207459208,0.7236842105263159,3.0,19.0,23.0,55.0
4.0,10,"3,8,12",91.0,314.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.64,0.7560975609756098,0.7948717948717948,0.4428904428904429,0.7749999999999999,2.0,20.0,16.0,62.0
5.0,10,"3,8,12",88.0,312.0,25.0,80.0,0.7619047619047619,0.7619047619047619,1.0,0.5,0.8648648648648648,0.0,25.0,0.0,80.0,0.6857142857142857,0.7640449438202247,0.85,0.505,0.8047337278106509,4.0,21.0,12.0,68.0
1.0,11,0,91.0,314.0,22.0,78.0,0.2,0.0,0.0,0.4545454545454545,0.0,20.0,2.0,78.0,0.0,0.2,0.0,0.0,0.4545454545454545,0.0,20.0,2.0,78.0,0.0
2.0,11,0,88.0,312.0,22.0,78.0,0.21,0.0,0.0,0.4772727272727273,0.0,21.0,1.0,78.0,0.0,0.21,0.0,0.0,0.4772727272727273,0.0,21.0,1.0,78.0,0.0
3.0,11,0,91.0,314.0,22.0,78.0,0.21,0.0,0.0,0.4772727272727273,0.0,21.0,1.0,78.0,0.0,0.21,0.0,0.0,0.4772727272727273,0.0,21.0,1.0,78.0,0.0
4.0,11,0,91.0,314.0,22.0,78.0,0.22,0.0,0.0,0.5,0.0,22.0,0.0,78.0,0.0,0.22,0.0,0.0,0.5,0.0,22.0,0.0,78.0,0.0
5.0,11,0,88.0,312.0,25.0,80.0,0.21904761904761905,0.0,0.0,0.46,0.0,23.0,2.0,80.0,0.0,0.21904761904761905,0.0,0.0,0.46,0.0,23.0,2.0,80.0,0.0
1.0,11,"3,8,12",91.0,314.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.77,0.8985507246376812,0.7948717948717948,0.7383449883449883,0.8435374149659864,15.0,7.0,16.0,62.0
2.0,11,"3,8,12",88.0,312.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.74,0.8611111111111112,0.7948717948717948,0.6701631701631701,0.8266666666666667,12.0,10.0,16.0,62.0
3.0,11,"3,8,12",91.0,314.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.7,0.8529411764705882,0.7435897435897436,0.6445221445221445,0.7945205479452054,12.0,10.0,20.0,58.0
4.0,11,"3,8,12",91.0,314.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.69,0.8405797101449275,0.7435897435897436,0.6217948717948718,0.7891156462585034,11.0,11.0,20.0,58.0
5.0,11,"3,8,12",88.0,312.0,25.0,80.0,0.7714285714285715,0.7692307692307693,1.0,0.52,0.8695652173913044,1.0,24.0,0.0,80.0,0.6952380952380952,0.7926829268292683,0.8125,0.5662499999999999,0.8024691358024691,8.0,17.0,15.0,65.0
1.0,15,0,91.0,314.0,22.0,78.0,0.21,0.3333333333333333,0.01282051282051282,0.4609557109557109,0.02469135802469136,20.0,2.0,77.0,1.0,0.21,0.3333333333333333,0.01282051282051282,0.4609557109557109,0.02469135802469136,20.0,2.0,77.0,1.0
2.0,15,0,88.0,312.0,22.0,78.0,0.21,0.0,0.0,0.4772727272727273,0.0,21.0,1.0,78.0,0.0,0.21,0.0,0.0,0.4772727272727273,0.0,21.0,1.0,78.0,0.0
3.0,15,0,91.0,314.0,22.0,78.0,0.22,0.0,0.0,0.5,0.0,22.0,0.0,78.0,0.0,0.22,0.0,0.0,0.5,0.0,22.0,0.0,78.0,0.0
4.0,15,0,91.0,314.0,22.0,78.0,0.2,0.25,0.01282051282051282,0.4382284382284382,0.024390243902439025,19.0,3.0,77.0,1.0,0.2,0.25,0.01282051282051282,0.4382284382284382,0.024390243902439025,19.0,3.0,77.0,1.0
5.0,15,0,88.0,312.0,25.0,80.0,0.22857142857142854,0.0,0.0,0.48,0.0,24.0,1.0,80.0,0.0,0.22857142857142854,0.0,0.0,0.48,0.0,24.0,1.0,80.0,0.0
1.0,15,"3,8,12",91.0,314.0,22.0,78.0,0.8,0.7959183673469388,1.0,0.5454545454545454,0.8863636363636364,2.0,20.0,0.0,78.0,0.68,0.8194444444444444,0.7564102564102564,0.5827505827505827,0.7866666666666666,9.0,13.0,19.0,59.0
2.0,15,"3,8,12",88.0,312.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.78,0.868421052631579,0.8461538461538461,0.6958041958041957,0.8571428571428572,12.0,10.0,12.0,66.0
3.0,15,"3,8,12",91.0,314.0,22.0,78.0,0.78,0.78,1.0,0.5,0.8764044943820225,0.0,22.0,0.0,78.0,0.75,0.8354430379746836,0.8461538461538461,0.6276223776223776,0.840764331210191,9.0,13.0,12.0,66.0
4.0,15,"3,8,12",91.0,314.0,22.0,78.0,0.79,0.7878787878787878,1.0,0.5227272727272727,0.8813559322033898,1.0,21.0,0.0,78.0,0.64,0.8181818181818182,0.6923076923076923,0.5734265734265734,0.7500000000000001,10.0,12.0,24.0,54.0
5.0,15,"3,8,12",88.0,312.0,25.0,80.0,0.7714285714285715,0.7692307692307693,1.0,0.52,0.8695652173913044,1.0,24.0,0.0,80.0,0.7523809523809524,0.875,0.7875,0.7137500000000001,0.8289473684210527,16.0,9.0,17.0,63.0
